end_thanks.stopped,finish_train.started,instructions.stopped,mouse_random.midButton,trials.thisIndex,mouse_random.time,mouse_random.corr,surprise_relavent_mouse.rightButton,trials.ran,conf_mouse.leftButton,conf_mouse_irrellevant.midButton,__session,train_mouse.time,mouse_random.leftButton,surprise.started,trial.stopped,trials.thisN,surprise_irrelavent_mouse.leftButton,training.thisIndex,flower_color,train_mouse.clicked_name,train_mouse.leftButton,conf_mouse_irrellevant.x,training.thisRepN,surprise_relavent_mouse.leftButton,conf_mouse.y,surprise_relavent_mouse.clicked_name,trial_mouse.time,prolific_id,surprise_loop.thisRepN,train_mouse.corr,conf_mouse.clicked_name,surprise_relavent_mouse.x,train_mouse.y,surprise_irrelavent_mouse.x,psychopyVersion,done_read_finish_train.duration,surprise_relavent,conf_mouse_irrellevant.clicked_name,__datetime,surprise.stopped,surprise_irrelavent_mouse.midButton,end_thanks.started,date,surprise_irrelavent_mouse.corr,surprise_relavent_mouse.time,response_box_trial.stopped,surprise_relavent_mouse.y,surprise_loop.thisTrialN,pot_image_file,trials.thisRepN,trials.thisTrialN,train.stopped,surprise_loop.thisN,mouse_random.clicked_name,vase_color,done_read_finish_train.rt,confidence_question.started,train.started,wrong_answer_train.stopped,training.thisN,response_box_relavent_surprise.stopped,training.order,trial_mouse.clicked_name,surprise_irrelavent_mouse.rightButton,trial_mouse.midButton,pot_duration,trial_mouse.leftButton,surprise_loop.thisIndex,relevent,trial.started,wrong_answer_train.started,confidence_in_irrelavent.stopped,conf_mouse_irrellevant.y,responce_box_train.started,response_box_surprise.stopped,instructions.started,surprise_relavent_mouse.corr,participant,train_mouse.rightButton,responce_box_train.stopped,surprise_relavent_mouse.midButton,training.ran,expName,OS,confidence_question.stopped,trial_mouse.rightButton,surprise_irrelavent_mouse.y,trial_mouse.y,conf_mouse.time,random_task.started,response_box_surprise.started,__experimentName,conf_mouse.midButton,train_mouse.midButton,surprise_irrelavent_mouse.clicked_name,relevent_train,relevant_object,frameRate,conf_mouse.rightButton,conf_mouse_irrellevant.leftButton,__participant,trial_mouse.corr,language,surprise_loop.ran,train_mouse.x,irrelevent_surprise,done_read_finish_train.keys,conf_mouse.x,surprise_irrelavent_mouse.time,trial_mouse.x,response_box_relavent_surprise.started,training.thisTrialN,confidence_in_irrelavent.started,mouse_random.y,finish_train.stopped,conf_mouse_irrellevant.time,random_task.stopped,response_box_trial.started,mouse_random.x,mouse_random.rightButton,conf_mouse_irrellevant.rightButton
﻿,,,[],39,[],[],,1,[],,SESSION,,[],,87.341,18,,,green,,,,,,[],,[0.8263000001907415],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,88.1676,,,resources/pots/green_orange.jpg,0,18,,,[],orange,,88.1676,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,85.3412,,,,,,,,292064,,,,,test3103025,Win32,88.1677,[0],,[-107],[],87.341,,test,[],,,poly_3_train,flower,147.0588235,[],,292064,[1],English,,,poly_3_surprise,,[],,[331],,,,[],,,87.3411,87.3411,[],[],
﻿,,,[],4,[],[],,1,[],,SESSION,,[],,90.1677,19,,,yellow,,,,,,[],,[0.6388000001907415],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,90.8068,,,resources/pots/yellow_deepblue.jpg,0,19,,,[],deepblue,,90.8068,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,88.1679,,,,,,,,292064,,,,,test3103025,Win32,90.8069,[0],,[-110],[],90.1677,,test,[],,,poly_1_train,flower,147.0588235,[],,292064,[1],English,,,poly_1_surprise,,[],,[-105],,,,[],,,90.1678,90.1679,[],[],
﻿,,,[],33,[],[],,1,[],,SESSION,,[],,92.807,20,,,yellow,,,,,,[],,[0.38879999971391044],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,93.196,,,resources/pots/yellow_orange.jpg,0,20,,,[],orange,,93.196,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,90.8071,,,,,,,,292064,,,,,test3103025,Win32,93.1961,[0],,[-94],[],92.807,,test,[],,,poly_1_train,flower,147.0588235,[],,292064,[1],English,,,poly_1_surprise,,[],,[-96],,,,[],,,92.8071,92.8071,[],[],
﻿,,,[0],7,[3.497000000000014],[1],,1,[1],,SESSION,,[1],,95.1961,21,,,yellow,,,,,,[-106],,[1.930400000095375],5fd979cd5bc47d2522d06e18,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,101.6276,,,resources/pots/yellow_deepblue.jpg,0,21,,,"[""num_4"",""num_4""]",deepblue,,101.6276,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,93.1962,,,,,,,,292064,,,,,test3103025,Win32,103.732,[0],,[-71],[2.104299999713902],95.1961,,test,[0],,,poly_1_train,flower,147.0588235,[0],,292064,[1],English,,,poly_1_surprise,,[-119],,[-109],,,,[-106],,,99.697,99.6972,[138],[0],
﻿,,,[],28,[],[],,1,[],,SESSION,,[],,105.7322,22,,,yellow,,,,,,[],,[0.7084000000953665],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,106.4407,,,resources/pots/yellow_green.jpg,0,22,,,[],green,,106.4407,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,103.7322,,,,,,,,292064,,,,,test3103025,Win32,106.4408,[0],,[-102],[],105.7322,,test,[],,,poly_1_train,flower,147.0588235,[],,292064,[1],English,,,poly_1_surprise,,[],,[-93],,,,[],,,105.7322,105.7323,[],[],
﻿,,,[],5,[],[],,1,[],,SESSION,,[],,108.439,23,,,yellow,,,,,,[],,[0.4720999999046285],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,108.9112,,,resources/pots/yellow_orange.jpg,0,23,,,[],orange,,108.9113,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,106.441,,,,,,,,292064,,,,,test3103025,Win32,108.9113,[0],,[-77],[],108.4391,,test,[],,,poly_1_train,flower,147.0588235,[],,292064,[1],English,,,poly_1_surprise,,[],,[-119],,,,[],,,108.4391,108.4391,[],[],
﻿,,,[],2,[],[],,1,[1],,SESSION,,[],,110.9115,24,,,lightblue,,,,,,[-102],,[0.5554000000953465],5fd979cd5bc47d2522d06e18,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,111.4672,,,resources/pots/lightblue_purple.jpg,0,24,,,[],purple,,111.4672,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,108.9115,,,,,,,,292064,,,,,test3103025,Win32,113.7452,[0],,[-74],[2.2779999999999916],110.9115,,test,[0],,,poly_2_train,flower,147.0588235,[0],,292064,[1],English,,,poly_2_surprise,,[-100],,[101],,,,[],,,110.9116,110.9116,[],[],
﻿,,,[],23,[],[],,1,[],,SESSION,,[],,115.7455,25,,,red,,,,,,[],,[0.715199999809272],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,116.4608,,,resources/pots/red_deepblue.jpg,0,25,,,[],deepblue,,116.4609,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,113.7455,,,,,,,,292064,,,,,test3103025,Win32,116.4609,[0],,[-75],[],115.7455,,test,[],,,poly_0_train,flower,147.0588235,[],,292064,[1],English,,,poly_0_surprise,,[],,[-258],,,,[],,,115.7456,115.7456,[],[],
﻿,,,[],38,[],[],,1,[],,SESSION,,[],,118.46,26,,,yellow,,,,,,[],,[0.5972999997139254],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,119.0575,,,resources/pots/yellow_green.jpg,0,26,,,[],green,,119.0575,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,116.4612,,,,,,,,292064,,,,,test3103025,Win32,119.0576,[0],,[-80],[],118.46,,test,[],,,poly_1_train,flower,147.0588235,[],,292064,[1],English,,,poly_1_surprise,,[],,[-120],,,,[],,,118.4601,118.4601,[],[],
﻿,,,[],31,[],[],,1,[1],,SESSION,,[],,121.0576,27,,,red,,,,,,[-103],,[0.7779000000953715],5fd979cd5bc47d2522d06e18,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,121.8356,,,resources/pots/red_green.jpg,0,27,,,[],green,,121.8356,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,119.0577,,,,,,,,292064,,,,,test3103025,Win32,122.9815,[0],,[-102],[1.145799999713887],121.0576,,test,[0],,,poly_0_train,flower,147.0588235,[0],,292064,[1],English,,,poly_0_surprise,,[-99],,[-277],,,,[],,,121.0577,121.0577,[],[],
﻿,,,[],21,[],[],,1,[],,SESSION,,[],,124.9818,28,,,lightblue,,,,,,[],,[0.4166000003814645],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,125.3985,,,resources/pots/lightblue_orange.jpg,0,28,,,[],orange,,125.3986,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,122.9816,,,,,,,,292064,,,,,test3103025,Win32,125.3986,[0],,[-109],[],124.9818,,test,[],,,poly_2_train,flower,147.0588235,[],,292064,[1],English,,,poly_2_surprise,,[],,[97],,,,[],,,124.9818,124.9818,[],[],
﻿,,,[],25,[],[],,1,[],,SESSION,,[],,127.3979,29,,,yellow,,,,,,[],,[0.43729999971390043],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,127.8354,,,resources/pots/yellow_deepblue.jpg,0,29,,,[],deepblue,,127.8354,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,125.3988,,,,,,,,292064,,,,,test3103025,Win32,127.8354,[0],,[-89],[],127.3979,,test,[],,,poly_1_train,flower,147.0588235,[],,292064,[1],English,,,poly_1_surprise,,[],,[-87],,,,[],,,127.3979,127.398,[],[],
﻿,,,[],15,[],[],,1,[],,SESSION,,[],,129.8347,30,,,lightblue,,,,,,[],,[0.45130000019074146],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,130.2861,,,resources/pots/lightblue_purple.jpg,0,30,,,[],purple,,130.2861,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,127.8357,,,,,,,,292064,,,,,test3103025,Win32,130.2862,[0],,[-84],[],129.8347,,test,[],,,poly_2_train,flower,147.0588235,[],,292064,[1],English,,,poly_2_surprise,,[],,[107],,,,[],,,129.8347,129.8348,[],[],
﻿,,,[],20,[],[],,1,[],,SESSION,,[],,132.2863,31,,,green,,,,,,[],,[0.5693999996185255],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,132.8559,,,resources/pots/green_deepblue.jpg,0,31,,,[],deepblue,,132.8559,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,130.2864,,,,,,,,292064,,,,,test3103025,Win32,132.856,[0],,[-89],[],132.2863,,test,[],,,poly_3_train,flower,147.0588235,[],,292064,[1],English,,,poly_3_surprise,,[],,[304],,,,[],,,132.2864,132.2864,[],[],
﻿,,,[],3,[],[],,1,[],,SESSION,,[],,134.8562,32,,,lightblue,,,,,,[],,[0.4720999999046285],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,135.3284,,,resources/pots/lightblue_green.jpg,0,32,,,[],green,,135.3285,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,132.8562,,,,,,,,292064,,,,,test3103025,Win32,135.3285,[0],,[-99],[],134.8562,,test,[],,,poly_2_train,flower,147.0588235,[],,292064,[1],English,,,poly_2_surprise,,[],,[130],,,,[],,,134.8563,134.8563,[],[],
﻿,,,[],10,[],[],,1,[],,SESSION,,[],,137.3287,33,,,yellow,,,,,,[],,[0.583200000286098],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,137.9121,,,resources/pots/yellow_deepblue.jpg,0,33,,,[],deepblue,,137.9121,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,135.3288,,,,,,,,292064,,,,,test3103025,Win32,137.9122,[0],,[-93],[],137.3287,,test,[],,,poly_1_train,flower,147.0588235,[],,292064,[1],English,,,poly_1_surprise,,[],,[-70],,,,[],,,137.3287,137.3288,[],[],
﻿,,,[],24,[],[],,1,[1],,SESSION,,[],,139.9123,34,,,lightblue,,,,,,[-101],,[0.4303999996185155],5fd979cd5bc47d2522d06e18,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,140.3429,,,resources/pots/lightblue_green.jpg,0,34,,,[],green,,140.3429,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,137.9124,,,,,,,,292064,,,,,test3103025,Win32,141.7528,[0],,[-103],[1.4099000000953765],139.9124,,test,[0],,,poly_2_train,flower,147.0588235,[0],,292064,[1],English,,,poly_2_surprise,,[-100],,[123],,,,[],,,139.9124,139.9125,[],[],
﻿,,,[],14,[],[],,1,[],,SESSION,,[],,143.7521,35,,,red,,,,,,[],,[0.652800000190723],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,144.405,,,resources/pots/red_purple.jpg,0,35,,,[],purple,,144.4051,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,141.7531,,,,,,,,292064,,,,,test3103025,Win32,144.4051,[0],,[-95],[],143.7521,,test,[],,,poly_0_train,flower,147.0588235,[],,292064,[1],English,,,poly_0_surprise,,[],,[-272],,,,[],,,143.7522,143.7522,[],[],
﻿,,,[],8,[],[],,1,[],,SESSION,,[],,146.4052,36,,,red,,,,,,[],,[0.5069999999999766],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,146.9123,,,resources/pots/red_purple.jpg,0,36,,,[],purple,,146.9123,,,,,,"[""poly_0"",""poly_0""]",,[0],1,[1],,poly_0,144.4053,,,,,,,,292064,,,,,test3103025,Win32,146.9123,[0],,[-100],[],146.4052,,test,[],,,poly_0_train,flower,147.0588235,[],,292064,[1],English,,,poly_0_surprise,,[],,[-294],,,,[],,,146.4053,146.4053,[],[],
﻿,,,[],34,[],[],,1,[],,SESSION,,[],,148.9126,37,,,lightblue,,,,,,[],,[0.6803000001907265],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,149.5932,,,resources/pots/lightblue_purple.jpg,0,37,,,[],purple,,149.5932,,,,,,"[""poly_2"",""poly_2""]",,[0],1,[1],,poly_2,146.9125,,,,,,,,292064,,,,,test3103025,Win32,149.5933,[0],,[-97],[],148.9127,,test,[],,,poly_2_train,flower,147.0588235,[],,292064,[1],English,,,poly_2_surprise,,[],,[115],,,,[],,,148.9127,148.9127,[],[],
﻿,,,[],41,[],[],,1,[1],,SESSION,,[],,151.5933,38,,,yellow,,,,,,[-98],,[0.59050000000002],5fd979cd5bc47d2522d06e18,,,"[""Memory"",""Memory""]",,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,152.1839,,,resources/pots/yellow_green.jpg,0,38,,,[],green,,152.1839,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,149.5934,,,,,,,,292064,,,,,test3103025,Win32,153.2741,[0],,[-92],[1.090200000286103],151.5933,,test,[0],,,poly_1_train,flower,147.0588235,[0],,292064,[1],English,,,poly_1_surprise,,[-127],,[-97],,,,[],,,151.5933,151.5934,[],[],
﻿,,,[],1,[],[],,1,[],,SESSION,,[],,155.2744,39,,,yellow,,,,,,[],,[0.45819999980926696],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,155.7328,,,resources/pots/yellow_green.jpg,0,39,,,[],green,,155.7328,,,,,,"[""poly_1"",""poly_1""]",,[0],1,[1],,poly_1,153.2743,,,,,,,,292064,,,,,test3103025,Win32,155.7329,[0],,[-105],[],155.2744,,test,[],,,poly_1_train,flower,147.0588235,[],,292064,[1],English,,,poly_1_surprise,,[],,[-132],,,,[],,,155.2744,155.2744,[],[],
﻿,,,[],13,[],[],,1,[],,SESSION,,[],,157.7322,40,,,green,,,,,,[],,[0.6248000001907315],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,158.3572,,,resources/pots/green_deepblue.jpg,0,40,,,[],deepblue,,158.3572,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,155.7331,,,,,,,,292064,,,,,test3103025,Win32,158.3572,[0],,[-118],[],157.7322,,test,[],,,poly_3_train,flower,147.0588235,[],,292064,[1],English,,,poly_3_surprise,,[],,[332],,,,[],,,157.7322,157.7323,[],[],
﻿,,,[],11,[],[],,1,[],,SESSION,,[],,160.3574,41,,,green,,,,,,[],,[0.430499999999995],5fd979cd5bc47d2522d06e18,,,[],,,,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_21h52.03.816,,,,2025-04-09_21h52.57.245,,,160.7881,,,resources/pots/green_orange.jpg,0,41,,,[],orange,,160.7881,,,,,,"[""poly_3"",""poly_3""]",,[0],1,[1],,poly_3,158.3574,,,,,,,,292064,,,,,test3103025,Win32,160.7881,[0],,[-117],[],160.3574,,test,[],,,poly_3_train,flower,147.0588235,[],,292064,[1],English,,,poly_3_surprise,,[],,[327],,,,[],,,160.3575,160.3575,[],[],
﻿,,,,,,,[0],,,[0],SESSION,,,160.7938,,,[1],,lightblue,,,[-304],,[1],,"[""poly_2_surprise_relavent"",""poly_2_surprise_relavent""]",,5fd979cd5bc47d2522d06e18,0,,,[109],,[304],2024.2.4,,poly_2_surprise_relavent,"[""Guess"",""Guess""]",2025-04-09_21h52.03.816,162.7953,[0],,2025-04-09_21h52.57.245,[0],[1.6525000000000034],,[-103],0,resources/pots/lightblue_orange.jpg,,,,0,,orange,,,,,,167.6987,,,[0],,1,,3,poly_0,,,170.5246,[-106],,166.0457,,[1],292064,,,[0],,test3103025,Win32,,,[-103],,,,162.7955,test,,,"[""poly_3_surprise"",""poly_3_surprise""]",poly_0_train,vase,147.0588235,,[1],292064,,English,1,,poly_0_surprise,,,[3.2500999999046485],,166.0458,,167.6988,,,[2.8253000001907367],,,,,[0]
﻿,,,,,,,[0],,,[0],SESSION,,,170.5251,,,[1],,lightblue,,,[100],,[1],,"[""poly_2_surprise_relavent"",""poly_2_surprise_relavent""]",,5fd979cd5bc47d2522d06e18,0,,,[102],,[100],2024.2.4,,poly_2_surprise_relavent,"[""Intuition"",""Intuition""]",2025-04-09_21h52.03.816,172.5247,[0],,2025-04-09_21h52.57.245,[0],[1.097099999904657],,[-100],1,resources/pots/lightblue_orange.jpg,,,,1,,orange,,,,,,175.6709,,,[0],,1,,1,poly_0,,,177.8517,[-102],,174.5735,,[1],292064,,,[0],,test3103025,Win32,,,[-100],,,,172.5248,test,,,"[""poly_2_surprise"",""poly_2_surprise""]",poly_0_train,vase,147.0588235,,[1],292064,,English,1,,poly_0_surprise,,,[2.0487000002860896],,174.5737,,175.671,,,[2.1806999998092635],,,,,[0]
﻿,,,,,,,[0],,,[0],SESSION,,,177.8519,,,[1],,red,,,[-114],,[1],,"[""poly_0_surprise_relavent"",""poly_0_surprise_relavent""]",,5fd979cd5bc47d2522d06e18,0,,,[-308],,[97],2024.2.4,,poly_0_surprise_relavent,"[""Memory"",""Memory""]",2025-04-09_21h52.03.816,179.851,[0],,2025-04-09_21h52.57.245,[1],[1.257100000381456],,[-97],2,resources/pots/red_purple.jpg,,,,2,,purple,,,,,,182.3376,,,[0],,1,,2,poly_2,,,183.678,[-106],,181.0804,,[1],292064,,,[0],,test3103025,Win32,,,[-88],,,,179.8511,test,,,"[""poly_2_surprise"",""poly_2_surprise""]",poly_2_train,vase,147.0588235,,[1],292064,,English,1,,poly_2_surprise,,,[1.229299999713902],,181.0804,,182.3376,,,[1.340299999713892],,,,,[0]
﻿,,,,,,,[0],,,[0],SESSION,,,183.6782,,,[1],,yellow,,,[-98],,[1],,"[""poly_1_surprise_relavent"",""poly_1_surprise_relavent""]",,5fd979cd5bc47d2522d06e18,0,,,[-101],,[-100],2024.2.4,,poly_1_surprise_relavent,"[""Memory"",""Memory""]",2025-04-09_21h52.03.816,185.6781,[0],,2025-04-09_21h52.57.245,[1],[0.9583999996185355],,[-102],3,resources/pots/yellow_green.jpg,,,,3,,green,,,,,,187.8174,,,[0],,1,,0,poly_1,,,188.9493,[-98],,186.859,,[1],292064,,,[0],,test3103025,Win32,,,[-105],,,,185.6782,test,,,"[""poly_1_surprise"",""poly_1_surprise""]",poly_1_train,vase,147.0588235,,[1],292064,,English,1,,poly_1_surprise,,,[1.1806999998092635],,186.859,,187.8175,,,[1.1317999997139054],,,,,[0]
﻿191.89419999980925,,,,,,,,,,,SESSION,,,,,,,,,,,,,,,,,5fd979cd5bc47d2522d06e18,,,,,,,2024.2.4,,,,2025-04-09_21h52.03.816,,,188.9494,2025-04-09_21h52.57.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292064,,,,,test3103025,Win32,,,,,,,,test,,,,,,147.0588235,,,292064,,English,,,,,,,,,,,,,,,,,,
﻿,,8.4797,,,,,,,,,SESSION,,,,,,,,,,,,,,,,,5e47a5ae418f6125620ee944,,,,,,,2024.2.4,,,,2025-04-09_21h52.48.485,,,,2025-04-09_21h53.34.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004,,351990,,,,,test3103025,Win32,,,,,,,,test,,,,,,144.9275362,,,351990,,English,,,,,,,,,,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[5.181800000004472],,,,,,3,green,"[""poly_3_train"",""poly_3_train""]",[1],,0,,,,,5e47a5ae418f6125620ee944,,[1],,,[-93],,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_21h52.48.485,,,,2025-04-09_21h53.34.434,,,,,,resources/pots/green_purple.jpg,,,10.5284,,,purple,,,8.5301,15.7146,0,,,,,,1,,,poly_3,,15.7142,,,10.5288,,,,351990,[0],15.7138,,1,test3103025,Win32,,,,,,,,test,,[0],,poly_3_train,flower,144.9275362,,,351990,,English,,[267],poly_3_surprise,,,,,,0,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[0.6830999999940275],,,,,,6,lightblue,"[""poly_2_train"",""poly_2_train""]",[1],,0,,,,,5e47a5ae418f6125620ee944,,[1],,,[-98],,2024.2.4,,poly_0_surprise_relavent,,2025-04-09_21h52.48.485,,,,2025-04-09_21h53.34.434,,,,,,resources/pots/lightblue_orange.jpg,,,17.7123,,,orange,,,15.7151,18.3959,1,,,,,,1,,,poly_2,,18.3959,,,17.7125,,,,351990,[0],18.3958,,1,test3103025,Win32,,,,,,,,test,,[0],,poly_2_train,flower,144.9275362,,,351990,,English,,[114],poly_2_surprise,,,,,,1,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[0.785100000001492],,,,,,1,red,"[""poly_0_train"",""poly_0_train""]",[1],,0,,,,,5e47a5ae418f6125620ee944,,[1],,,[-100],,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_21h52.48.485,,,,2025-04-09_21h53.34.434,,,,,,resources/pots/red_deepblue.jpg,,,20.3958,,,deepblue,,,18.3963,21.1816,2,,,,,,1,,,poly_0,,21.1815,,,20.3959,,,,351990,[0],21.1812,,1,test3103025,Win32,,,,,,,,test,,[0],,poly_0_train,flower,144.9275362,,,351990,,English,,[-271],poly_0_surprise,,,,,,2,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[0.41689999999852034],,,,,,8,red,"[""poly_0_train"",""poly_0_train""]",[1],,0,,,,,5e47a5ae418f6125620ee944,,[1],,,[-99],,2024.2.4,,poly_1_surprise_relavent,,2025-04-09_21h52.48.485,,,,2025-04-09_21h53.34.434,,,,,,resources/pots/red_green.jpg,,,23.1814,,,green,,,21.182,23.5989,3,,,,,,1,,,poly_0,,23.5988,,,23.1816,,,,351990,[0],23.5986,,1,test3103025,Win32,,,,,,,,test,,[0],,poly_0_train,flower,144.9275362,,,351990,,English,,[-271],poly_0_surprise,,,,,,3,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,0,green,[],[],,0,,,,,5e47a5ae418f6125620ee944,,[],,,[],,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_21h52.48.485,,,,2025-04-09_21h53.34.434,,,,,,resources/pots/green_purple.jpg,,,23.5993,,,purple,,,23.5993,23.5996,4,,,,,,1,,,poly_3,,23.5996,,,23.5994,,,,351990,[],23.5995,,1,test3103025,Win32,,,,,,,,test,,[],,poly_3_train,flower,144.9275362,,,351990,,English,,[],poly_3_surprise,,,,,,4,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,7,yellow,[],[],,0,,,,,5e47a5ae418f6125620ee944,,[],,,[],,2024.2.4,,poly_3_surprise_relavent,,2025-04-09_21h52.48.485,,,,2025-04-09_21h53.34.434,,,,,,resources/pots/yellow_deepblue.jpg,,,23.5998,,,deepblue,,,23.5998,23.6002,5,,,,,,1,,,poly_1,,23.6002,,,23.6,,,,351990,[],23.6,,1,test3103025,Win32,,,,,,,,test,,[],,poly_1_train,flower,144.9275362,,,351990,,English,,[],poly_1_surprise,,,,,,5,,,,,,,,,
﻿,,,,,,,,,,,SESSION,[],,,,,,4,green,[],[],,0,,,,,5e47a5ae418f6125620ee944,,[],,,[],,2024.2.4,,poly_2_surprise_relavent,,2025-04-09_21h52.48.485,,,,2025-04-09_21h53.34.434,,,,,,resources/pots/green_purple.jpg,,,23.6005,,,purple,,,23.6005,23.6008,6,,,,,,1,,,poly_3,,23.6008,,,23.6006,,,,351990,[],23.6007,,1,test3103025,Win32,,,,,,,,test,,[],,poly_3_train,flower,144.9275362,,,351990,,English,,[],poly_3_surprise,,,,,,6,,,,,,,,,
